client_code,name_x,product,status_x,city_x,date,category,amount,currency,name_y,status_y,age,city_y,avg_monthly_balance_KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-16 15:50:58,Кафе и рестораны,4028.66,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-16 16:10:33,Кино,3579.79,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-16 19:00:40,Кафе и рестораны,11186.84,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-16 19:40:53,Кино,1730.53,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-16 20:20:19,Кино,5388.16,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-17 12:10:29,Продукты питания,12339.7,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-18 12:10:57,Продукты питания,12819.3,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-18 13:50:05,Едим дома,3554.21,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-18 16:00:59,Кино,3820.06,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-18 18:30:02,АЗС,18517.07,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-18 19:00:52,Кафе и рестораны,5919.1,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-19 08:00:28,Едим дома,3884.38,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-19 09:15:21,Такси,3304.85,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-19 10:50:06,Играем дома,3098.57,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-19 12:10:19,Продукты питания,25777.17,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-19 15:40:59,Играем дома,7311.71,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-20 14:10:11,Смотрим дома,4593.61,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-20 16:40:48,Такси,10117.82,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-20 17:25:50,Косметика и Парфюмерия,32498.42,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-20 19:00:34,Кафе и рестораны,5458.49,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-21 12:10:09,Продукты питания,38759.41,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-21 21:00:53,Кафе и рестораны,4675.17,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-22 08:10:34,Играем дома,6160.79,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-22 12:10:50,Продукты питания,47058.31,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-22 13:30:28,Едим дома,4310.01,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-22 19:00:38,Кафе и рестораны,11524.86,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-23 12:10:50,Продукты питания,19249.28,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-23 16:00:35,Кафе и рестораны,4710.0,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-23 19:00:01,Кафе и рестораны,3854.79,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-24 11:10:29,Кафе и рестораны,6579.11,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-24 12:10:01,Продукты питания,23856.32,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-24 13:50:33,Смотрим дома,4152.11,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-25 14:40:21,Кино,3682.37,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-25 16:10:49,Кино,6232.6,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-25 19:00:58,Кафе и рестораны,4343.74,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-26 12:10:58,Продукты питания,10391.25,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-26 17:25:28,Косметика и Парфюмерия,33359.29,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-26 20:50:50,Кафе и рестораны,7083.57,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-27 10:10:37,Такси,3790.62,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-27 12:10:54,Продукты питания,22436.75,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-27 19:00:13,Кафе и рестораны,10702.7,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-29 09:15:44,Такси,5726.21,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-29 17:25:08,Косметика и Парфюмерия,10608.34,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-29 19:00:27,Кафе и рестораны,7853.26,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-29 20:40:42,Такси,5506.79,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-30 09:15:57,Такси,2672.18,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-30 20:00:24,Едим дома,5845.07,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-01 12:10:33,Продукты питания,20095.3,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-01 20:40:53,Такси,3643.46,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-02 08:50:54,Играем дома,3118.92,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-02 09:15:06,Такси,3859.22,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-02 12:10:29,Продукты питания,5851.7,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-02 21:10:44,Играем дома,5375.64,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-03 11:10:49,Кино,6133.85,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-03 12:10:45,Продукты питания,20035.67,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-03 13:50:36,Смотрим дома,4358.21,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-03 17:20:51,Смотрим дома,3393.61,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-03 19:00:14,Кафе и рестораны,11469.39,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-04 11:30:00,Едим дома,3263.35,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-04 12:10:53,Продукты питания,21336.55,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-04 18:30:08,АЗС,15048.05,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-04 19:00:40,Кафе и рестораны,11263.43,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-04 20:20:32,Смотрим дома,4580.32,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-05 10:30:45,Играем дома,4083.44,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-05 12:10:55,Продукты питания,6404.78,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-05 14:20:45,Едим дома,3099.84,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-05 19:00:23,Кафе и рестораны,6553.13,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-06 08:50:22,Кафе и рестораны,4839.61,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-06 13:30:03,Кино,3407.54,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-06 18:30:02,АЗС,12156.94,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-06 19:00:43,Едим дома,5908.45,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-07 17:25:00,Косметика и Парфюмерия,11522.54,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-08 09:15:42,Такси,4329.05,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-08 15:00:46,Кафе и рестораны,3139.84,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-08 17:25:11,Косметика и Парфюмерия,16321.21,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-09 09:00:42,Играем дома,4770.87,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-09 12:10:28,Продукты питания,13820.04,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-09 15:00:09,Смотрим дома,4289.41,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-10 09:15:20,Такси,5967.53,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-10 10:20:39,Кафе и рестораны,7300.8,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-10 14:20:22,Кино,7119.44,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-10 14:30:31,Кино,6440.47,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-10 19:00:48,Кафе и рестораны,5767.18,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-11 12:10:55,Продукты питания,13266.4,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-11 14:50:19,Едим дома,4237.92,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-11 17:25:19,Косметика и Парфюмерия,38767.28,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-12 13:50:08,Едим дома,5370.45,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-12 19:00:09,Кафе и рестораны,9710.57,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-12 19:30:47,Такси,3143.62,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-12 19:50:21,Кино,4331.41,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-13 17:25:52,Косметика и Парфюмерия,33453.03,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-13 18:30:26,АЗС,14676.75,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-13 19:00:19,Кафе и рестораны,8237.33,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-14 09:15:42,Такси,4188.89,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-14 09:20:38,Смотрим дома,4494.86,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-14 10:40:12,Кафе и рестораны,5050.86,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-14 11:00:31,Играем дома,5485.86,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-14 12:10:32,Продукты питания,8301.76,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-15 12:30:31,Смотрим дома,3285.82,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-15 17:25:18,Косметика и Парфюмерия,39476.84,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-15 20:50:35,Смотрим дома,10333.2,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-16 12:10:56,Продукты питания,10109.79,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-16 17:25:09,Косметика и Парфюмерия,11787.24,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-16 20:10:10,Кафе и рестораны,5947.86,KZT,Карина,Зарплатный клиент,38,Усть-Каменогорск,1277325
