client_code,name,status,age,city,avg_monthly_balance_KZT,date,data_source,type,category,direction,amount,currency
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-16 16:50:01,transaction,,Едим дома,,4244.07,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-16 19:00:47,transaction,,Кафе и рестораны,,10877.42,KZT
1,,,29.0,,92643.0,2025-06-17 12:30:52,transfer,p2p_out,,out,21946.77,KZT
1,,,29.0,,92643.0,2025-06-17 13:11:04,transfer,card_out,,out,11494.94,KZT
1,,,29.0,,92643.0,2025-06-17 14:07:08,transfer,card_out,,out,35586.3,KZT
1,,,29.0,,92643.0,2025-06-17 18:33:27,transfer,card_out,,out,25828.82,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-18 10:10:19,transaction,,Играем дома,,6379.4,KZT
1,,,29.0,,92643.0,2025-06-18 10:49:05,transfer,card_out,,out,11509.87,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-18 12:10:45,transaction,,Продукты питания,,14858.45,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-18 15:50:07,transaction,,Кафе и рестораны,,5458.05,KZT
1,,,29.0,,92643.0,2025-06-18 18:35:50,transfer,p2p_out,,out,21224.83,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-18 19:10:33,transaction,,Играем дома,,5416.35,KZT
1,,,29.0,,92643.0,2025-06-18 20:25:38,transfer,card_out,,out,18795.99,KZT
1,,,29.0,,92643.0,2025-06-18 20:40:30,transfer,p2p_out,,out,38552.16,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-18 21:00:54,transaction,,Кафе и рестораны,,7686.93,KZT
1,,,29.0,,92643.0,2025-06-19 15:52:15,transfer,p2p_out,,out,20876.44,KZT
1,,,29.0,,92643.0,2025-06-19 17:51:39,transfer,card_out,,out,83915.05,KZT
1,,,29.0,,92643.0,2025-06-19 20:50:00,transfer,p2p_out,,out,23658.43,KZT
1,,,29.0,,92643.0,2025-06-20 09:27:48,transfer,p2p_out,,out,10917.65,KZT
1,,,29.0,,92643.0,2025-06-20 12:27:17,transfer,card_out,,out,16462.49,KZT
1,,,29.0,,92643.0,2025-06-20 12:28:20,transfer,card_out,,out,28974.46,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-20 19:00:16,transaction,,Кафе и рестораны,,7548.57,KZT
1,,,29.0,,92643.0,2025-06-21 09:14:45,transfer,card_out,,out,20314.86,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-21 12:10:45,transaction,,Продукты питания,,15885.65,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-21 13:20:19,transaction,,Играем дома,,4399.72,KZT
1,,,29.0,,92643.0,2025-06-21 14:40:26,transfer,p2p_out,,out,11949.39,KZT
1,,,29.0,,92643.0,2025-06-21 15:45:06,transfer,p2p_out,,out,43120.48,KZT
1,,,29.0,,92643.0,2025-06-22 10:46:20,transfer,p2p_out,,out,29187.35,KZT
1,,,29.0,,92643.0,2025-06-22 14:43:24,transfer,card_out,,out,35081.38,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-22 17:10:29,transaction,,Кафе и рестораны,,4178.18,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-22 19:00:52,transaction,,Кафе и рестораны,,6584.84,KZT
1,,,29.0,,92643.0,2025-06-22 19:05:43,transfer,card_out,,out,12378.79,KZT
1,,,29.0,,92643.0,2025-06-22 20:57:59,transfer,card_out,,out,47020.25,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-23 12:10:19,transaction,,Продукты питания,,9627.08,KZT
1,,,29.0,,92643.0,2025-06-23 15:59:33,transfer,card_out,,out,28258.9,KZT
1,,,29.0,,92643.0,2025-06-23 17:29:51,transfer,card_out,,out,7501.95,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-23 21:50:56,transaction,,Играем дома,,3309.81,KZT
1,,,29.0,,92643.0,2025-06-24 09:14:51,transfer,utilities_out,,out,22146.8,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-24 12:10:26,transaction,,Продукты питания,,17239.49,KZT
1,,,29.0,,92643.0,2025-06-24 13:12:32,transfer,card_out,,out,13805.79,KZT
1,,,29.0,,92643.0,2025-06-24 17:02:17,transfer,card_out,,out,52541.76,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-24 19:00:26,transaction,,Кафе и рестораны,,3153.41,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-24 20:50:56,transaction,,Смотрим дома,,3574.59,KZT
1,,,29.0,,92643.0,2025-06-25 08:21:12,transfer,card_out,,out,32189.84,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-25 12:10:48,transaction,,Продукты питания,,22660.33,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-25 12:30:16,transaction,,Едим дома,,6525.71,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-25 13:30:03,transaction,,Едим дома,,7368.92,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-25 20:10:05,transaction,,Играем дома,,5699.58,KZT
1,,,29.0,,92643.0,2025-06-26 10:46:30,transfer,card_out,,out,20000.2,KZT
1,,,29.0,,92643.0,2025-06-26 13:06:00,transfer,card_out,,out,17073.01,KZT
1,,,29.0,,92643.0,2025-06-26 13:09:17,transfer,card_out,,out,15208.89,KZT
1,,,29.0,,92643.0,2025-06-27 10:07:18,transfer,card_out,,out,13000.35,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-27 12:10:13,transaction,,Продукты питания,,16151.74,KZT
1,,,29.0,,92643.0,2025-06-27 12:38:10,transfer,utilities_out,,out,45719.44,KZT
1,,,29.0,,92643.0,2025-06-27 15:53:10,transfer,card_out,,out,15504.4,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-27 16:40:17,transaction,,Едим дома,,6754.99,KZT
1,,,29.0,,92643.0,2025-06-27 20:19:19,transfer,card_out,,out,12605.1,KZT
1,,,29.0,,92643.0,2025-06-28 11:15:30,transfer,card_out,,out,12281.77,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-28 12:10:40,transaction,,Продукты питания,,8221.22,KZT
1,,,29.0,,92643.0,2025-06-28 12:20:58,transfer,card_out,,out,13171.09,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-28 14:30:35,transaction,,Едим дома,,3353.44,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-28 14:30:37,transaction,,Кафе и рестораны,,5387.6,KZT
1,,,29.0,,92643.0,2025-06-28 16:28:34,transfer,card_out,,out,23921.99,KZT
1,,,29.0,,92643.0,2025-06-28 17:59:42,transfer,card_out,,out,20041.45,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-28 19:00:34,transaction,,Кафе и рестораны,,9348.91,KZT
1,,,29.0,,92643.0,2025-06-28 19:43:35,transfer,card_out,,out,17599.17,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-29 09:20:14,transaction,,Едим дома,,4901.95,KZT
1,,,29.0,,92643.0,2025-06-29 10:12:49,transfer,card_out,,out,56741.04,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-29 12:10:14,transaction,,Продукты питания,,21961.69,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-29 18:10:35,transaction,,Играем дома,,3534.68,KZT
1,,,29.0,,92643.0,2025-06-29 18:20:23,transfer,card_out,,out,10836.51,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-29 19:00:20,transaction,,Кафе и рестораны,,8814.28,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-29 19:30:04,transaction,,Едим дома,,6940.88,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-30 17:50:29,transaction,,Кафе и рестораны,,3203.46,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-06-30 18:20:10,transaction,,Смотрим дома,,6813.12,KZT
1,,,29.0,,92643.0,2025-06-30 19:21:18,transfer,p2p_out,,out,29799.82,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-01 10:10:26,transaction,,Смотрим дома,,5018.62,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-01 12:10:56,transaction,,Продукты питания,,17391.09,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-01 15:30:10,transaction,,Играем дома,,4066.0,KZT
1,,,29.0,,92643.0,2025-07-01 18:23:02,transfer,card_out,,out,21847.63,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-01 18:30:56,transaction,,Играем дома,,3820.19,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-01 19:00:37,transaction,,Кафе и рестораны,,11659.3,KZT
1,,,29.0,,92643.0,2025-07-01 19:43:33,transfer,card_out,,out,16886.8,KZT
1,,,29.0,,92643.0,2025-07-02 11:30:25,transfer,p2p_out,,out,28480.72,KZT
1,,,29.0,,92643.0,2025-07-02 13:42:10,transfer,card_out,,out,22615.13,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-02 16:40:45,transaction,,Едим дома,,4657.84,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-02 19:00:50,transaction,,Кафе и рестораны,,9388.82,KZT
1,,,29.0,,92643.0,2025-07-02 20:38:19,transfer,p2p_out,,out,10412.6,KZT
1,,,29.0,,92643.0,2025-07-03 08:00:21,transfer,card_out,,out,13189.68,KZT
1,,,29.0,,92643.0,2025-07-03 13:42:16,transfer,card_out,,out,22582.43,KZT
1,,,29.0,,92643.0,2025-07-03 13:59:13,transfer,card_out,,out,14674.43,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-03 18:30:06,transaction,,Едим дома,,5184.8,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-03 19:00:46,transaction,,Кафе и рестораны,,9283.14,KZT
1,,,29.0,,92643.0,2025-07-04 08:26:10,transfer,card_out,,out,58525.89,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-04 12:10:11,transaction,,Продукты питания,,6927.04,KZT
1,,,29.0,,92643.0,2025-07-04 15:28:58,transfer,p2p_out,,out,43540.81,KZT
1,,,29.0,,92643.0,2025-07-04 16:35:14,transfer,card_out,,out,30444.88,KZT
1,,,29.0,,92643.0,2025-07-04 17:51:53,transfer,p2p_out,,out,7603.98,KZT
1,,,29.0,,92643.0,2025-07-05 08:57:49,transfer,p2p_out,,out,28590.61,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-05 10:20:50,transaction,,Едим дома,,4583.72,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-05 12:10:20,transaction,,Продукты питания,,9387.69,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-05 13:10:59,transaction,,Едим дома,,4734.35,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-05 13:50:06,transaction,,Играем дома,,5857.22,KZT
1,,,29.0,,92643.0,2025-07-05 17:39:55,transfer,p2p_out,,out,9011.18,KZT
1,,,29.0,,92643.0,2025-07-06 09:50:13,transfer,card_out,,out,11533.53,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-06 12:10:25,transaction,,Продукты питания,,17842.63,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-06 14:40:08,transaction,,Едим дома,,4702.44,KZT
1,,,29.0,,92643.0,2025-07-06 15:38:52,transfer,card_out,,out,17909.64,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-06 19:00:44,transaction,,Кафе и рестораны,,3858.98,KZT
1,,,29.0,,92643.0,2025-07-06 20:35:52,transfer,card_out,,out,39246.07,KZT
1,,,29.0,,92643.0,2025-07-07 09:16:27,transfer,p2p_out,,out,20463.11,KZT
1,,,29.0,,92643.0,2025-07-07 13:37:12,transfer,card_out,,out,11485.93,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-07 13:50:24,transaction,,Смотрим дома,,5414.69,KZT
1,,,29.0,,92643.0,2025-07-07 15:56:36,transfer,p2p_out,,out,43691.78,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-07 16:30:50,transaction,,Кафе и рестораны,,6389.65,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-07 18:40:55,transaction,,Играем дома,,4591.02,KZT
1,,,29.0,,92643.0,2025-07-07 18:55:46,transfer,p2p_out,,out,12865.94,KZT
1,,,29.0,,92643.0,2025-07-07 19:44:45,transfer,card_out,,out,22777.99,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-07 21:50:15,transaction,,Играем дома,,4740.69,KZT
1,,,29.0,,92643.0,2025-07-08 09:44:17,transfer,card_out,,out,7858.41,KZT
1,,,29.0,,92643.0,2025-07-08 14:24:05,transfer,card_out,,out,26817.0,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-08 15:10:00,transaction,,Кафе и рестораны,,8784.71,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-08 15:50:11,transaction,,Смотрим дома,,8476.21,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-08 19:00:21,transaction,,Кафе и рестораны,,12658.34,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-08 19:30:34,transaction,,Кафе и рестораны,,5755.38,KZT
1,,,29.0,,92643.0,2025-07-08 21:10:50,transfer,p2p_out,,out,13060.74,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-09 08:10:09,transaction,,Едим дома,,2717.16,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-09 12:10:17,transaction,,Продукты питания,,13841.12,KZT
1,,,29.0,,92643.0,2025-07-09 14:42:21,transfer,card_out,,out,16882.58,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-09 17:40:32,transaction,,Едим дома,,5772.21,KZT
1,,,29.0,,92643.0,2025-07-09 18:58:14,transfer,card_out,,out,18805.68,KZT
1,,,29.0,,92643.0,2025-07-10 16:10:12,transfer,p2p_out,,out,22973.94,KZT
1,,,29.0,,92643.0,2025-07-11 12:45:16,transfer,card_out,,out,44888.26,KZT
1,,,29.0,,92643.0,2025-07-11 13:29:21,transfer,utilities_out,,out,12138.65,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-11 19:00:22,transaction,,Кафе и рестораны,,4242.36,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-12 10:10:31,transaction,,Кафе и рестораны,,6243.77,KZT
1,,,29.0,,92643.0,2025-07-12 10:42:31,transfer,card_out,,out,17346.24,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-12 11:10:50,transaction,,Кафе и рестораны,,6522.12,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-12 12:10:49,transaction,,Продукты питания,,11889.36,KZT
1,,,29.0,,92643.0,2025-07-12 13:22:15,transfer,card_out,,out,16115.79,KZT
1,,,29.0,,92643.0,2025-07-12 19:36:00,transfer,utilities_out,,out,39672.22,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-13 12:10:22,transaction,,Продукты питания,,13000.6,KZT
1,,,29.0,,92643.0,2025-07-13 13:39:17,transfer,card_out,,out,24173.62,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-13 13:50:51,transaction,,Кафе и рестораны,,3559.38,KZT
1,,,29.0,,92643.0,2025-07-13 21:56:00,transfer,card_out,,out,45636.77,KZT
1,,,29.0,,92643.0,2025-07-14 19:36:09,transfer,card_out,,out,17278.58,KZT
1,,,29.0,,92643.0,2025-07-15 14:19:03,transfer,card_out,,out,49949.7,KZT
1,,,29.0,,92643.0,2025-07-15 17:34:03,transfer,card_out,,out,37353.9,KZT
1,,,29.0,,92643.0,2025-07-15 21:12:15,transfer,card_out,,out,15327.53,KZT
1,,,29.0,,92643.0,2025-07-16 08:01:15,transfer,utilities_out,,out,14550.72,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-16 08:50:24,transaction,,Смотрим дома,,5874.77,KZT
1,,,29.0,,92643.0,2025-07-16 11:41:36,transfer,card_out,,out,42875.43,KZT
1,,,29.0,,92643.0,2025-07-16 13:40:19,transfer,utilities_out,,out,24644.93,KZT
1,,,29.0,,92643.0,2025-07-16 14:01:30,transfer,card_out,,out,46770.68,KZT
1,,,29.0,,92643.0,2025-07-16 15:08:39,transfer,card_out,,out,11185.73,KZT
1,,,29.0,,92643.0,2025-07-16 16:53:06,transfer,p2p_out,,out,27559.22,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-16 19:00:15,transaction,,Кафе и рестораны,,9694.45,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-17 12:10:14,transaction,,Продукты питания,,27487.75,KZT
1,,,29.0,,92643.0,2025-07-17 18:40:27,transfer,card_out,,out,58539.72,KZT
1,,,29.0,,92643.0,2025-07-17 20:37:01,transfer,card_out,,out,17185.67,KZT
1,,,29.0,,92643.0,2025-07-18 11:01:34,transfer,card_out,,out,13825.48,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-18 12:10:43,transaction,,Продукты питания,,5753.03,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-18 18:00:51,transaction,,Играем дома,,6771.59,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-18 19:00:11,transaction,,Кафе и рестораны,,10633.24,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-18 21:50:49,transaction,,Кафе и рестораны,,6883.78,KZT
1,,,29.0,,92643.0,2025-07-19 08:26:44,transfer,p2p_out,,out,17235.22,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-19 09:05:35,transaction,,Кафе и рестораны,,7888.45,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-19 15:10:48,transaction,,Едим дома,,5286.32,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-19 19:40:15,transaction,,Кафе и рестораны,,9189.74,KZT
1,,,29.0,,92643.0,2025-07-19 19:55:14,transfer,card_out,,out,11910.81,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-20 09:05:12,transaction,,Кафе и рестораны,,22000.0,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-20 09:40:52,transaction,,Кафе и рестораны,,3031.5,KZT
1,,,29.0,,92643.0,2025-07-20 11:12:36,transfer,p2p_out,,out,17223.05,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-20 19:40:56,transaction,,Кафе и рестораны,,11331.04,KZT
1,,,29.0,,92643.0,2025-07-21 12:11:35,transfer,card_out,,out,13252.45,KZT
1,,,29.0,,92643.0,2025-07-21 12:43:14,transfer,card_out,,out,16091.25,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-21 19:40:48,transaction,,Кафе и рестораны,,5955.46,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-22 13:30:16,transaction,,Смотрим дома,,3138.56,KZT
1,,,29.0,,92643.0,2025-07-22 13:36:40,transfer,card_out,,out,16629.81,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-22 18:30:00,transaction,,АЗС,,17590.93,KZT
1,,,29.0,,92643.0,2025-07-22 18:30:15,transfer,p2p_out,,out,20087.6,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-22 19:00:38,transaction,,Кафе и рестораны,,13469.88,KZT
1,,,29.0,,92643.0,2025-07-22 19:53:41,transfer,card_out,,out,27738.91,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-22 20:00:35,transaction,,Едим дома,,7381.43,KZT
