client_code,name,status,age,city,avg_monthly_balance_KZT,date,data_source,type,category,direction,amount,currency
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-08 19:30:34,transaction,,Кафе и рестораны,,5755.38,KZT
1,,,29.0,,92643.0,2025-07-09 10:51:44,transfer,salary_in,,in,474202.74,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-09 12:10:17,transaction,,Продукты питания,,13841.12,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-11 19:00:22,transaction,,Кафе и рестораны,,4242.36,KZT
1,,,29.0,,92643.0,2025-07-12 09:37:12,transfer,card_in,,in,13117.5,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-12 10:10:31,transaction,,Кафе и рестораны,,6243.77,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-12 11:10:50,transaction,,Кафе и рестораны,,6522.12,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-12 12:10:49,transaction,,Продукты питания,,11889.36,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-13 12:10:22,transaction,,Продукты питания,,13000.6,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-13 13:50:51,transaction,,Кафе и рестораны,,3559.38,KZT
1,,,29.0,,92643.0,2025-07-13 15:03:41,transfer,card_in,,in,25787.09,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-16 19:00:15,transaction,,Кафе и рестораны,,9694.45,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-17 12:10:14,transaction,,Продукты питания,,27487.75,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-18 12:10:43,transaction,,Продукты питания,,5753.03,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-18 19:00:11,transaction,,Кафе и рестораны,,10633.24,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-18 21:50:49,transaction,,Кафе и рестораны,,6883.78,KZT
1,,,29.0,,92643.0,2025-07-19 08:14:28,transfer,refund_in,,in,17875.21,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-19 09:05:35,transaction,,Кафе и рестораны,,7888.45,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-19 19:40:15,transaction,,Кафе и рестораны,,9189.74,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-20 09:05:12,transaction,,Кафе и рестораны,,22000.0,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-20 09:40:52,transaction,,Кафе и рестораны,,3031.5,KZT
1,,,29.0,,92643.0,2025-07-20 09:56:18,transfer,card_in,,in,11115.53,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-20 19:40:56,transaction,,Кафе и рестораны,,11331.04,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-21 19:40:48,transaction,,Кафе и рестораны,,5955.46,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-22 19:00:38,transaction,,Кафе и рестораны,,13469.88,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-23 19:00:43,transaction,,Кафе и рестораны,,14739.9,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-23 20:50:07,transaction,,Кафе и рестораны,,3848.32,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-24 19:00:40,transaction,,Кафе и рестораны,,20709.53,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-25 19:00:46,transaction,,Кафе и рестораны,,5012.33,KZT
1,,,29.0,,92643.0,2025-07-26 11:13:40,transfer,refund_in,,in,20499.62,KZT
1,,,29.0,,92643.0,2025-07-26 12:50:53,transfer,cashback_in,,in,13977.42,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-27 12:10:17,transaction,,Продукты питания,,29279.4,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-27 19:00:22,transaction,,Кафе и рестораны,,4446.5,KZT
1,,,29.0,,92643.0,2025-07-28 16:06:38,transfer,card_in,,in,4537.25,KZT
1,,,29.0,,92643.0,2025-07-30 12:09:01,transfer,card_in,,in,4507.47,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-30 12:10:21,transaction,,Продукты питания,,10979.62,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-30 20:00:57,transaction,,Кафе и рестораны,,4152.31,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-07-31 19:00:23,transaction,,Кафе и рестораны,,9388.87,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-01 12:10:11,transaction,,Продукты питания,,7477.78,KZT
1,,,29.0,,92643.0,2025-08-01 21:58:17,transfer,cashback_in,,in,29025.95,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-02 12:10:02,transaction,,Продукты питания,,7966.13,KZT
1,,,29.0,,92643.0,2025-08-02 16:32:26,transfer,refund_in,,in,25640.6,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-03 19:00:37,transaction,,Кафе и рестораны,,5748.94,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-03 19:20:34,transaction,,Кафе и рестораны,,4910.57,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-04 12:10:26,transaction,,Продукты питания,,9048.42,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-04 12:20:56,transaction,,Кафе и рестораны,,5288.98,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-05 10:10:31,transaction,,Кафе и рестораны,,5928.82,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-05 12:10:28,transaction,,Продукты питания,,28988.69,KZT
1,,,29.0,,92643.0,2025-08-05 18:53:59,transfer,salary_in,,in,483584.71,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-06 12:10:48,transaction,,Продукты питания,,9722.88,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-06 21:20:04,transaction,,Кафе и рестораны,,5049.84,KZT
1,,,29.0,,92643.0,2025-08-07 15:51:25,transfer,card_in,,in,4198.46,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-07 19:00:39,transaction,,Кафе и рестораны,,6376.68,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-08 12:10:33,transaction,,Продукты питания,,18311.45,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-10 12:10:23,transaction,,Продукты питания,,15495.15,KZT
1,,,29.0,,92643.0,2025-08-10 13:49:09,transfer,card_in,,in,8101.95,KZT
1,,,29.0,,92643.0,2025-08-11 14:46:42,transfer,cashback_in,,in,6832.1,KZT
1,,,29.0,,92643.0,2025-08-12 09:19:52,transfer,card_in,,in,6996.53,KZT
1,,,29.0,,92643.0,2025-08-13 10:31:25,transfer,card_in,,in,32770.79,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-14 12:10:03,transaction,,Продукты питания,,4205.68,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-14 19:00:32,transaction,,Кафе и рестораны,,6002.31,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-15 12:10:44,transaction,,Продукты питания,,7109.6,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-15 19:30:46,transaction,,Кафе и рестораны,,5536.93,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-16 12:10:28,transaction,,Продукты питания,,20745.75,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-17 12:10:12,transaction,,Продукты питания,,14825.74,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-22 08:20:23,transaction,,Кафе и рестораны,,5074.81,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-22 12:10:25,transaction,,Продукты питания,,12208.12,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-23 19:00:16,transaction,,Кафе и рестораны,,14253.69,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-23 19:40:01,transaction,,Кафе и рестораны,,5337.76,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-24 19:00:30,transaction,,Кафе и рестораны,,11143.31,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-25 09:00:39,transaction,,Кафе и рестораны,,3896.02,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-25 12:10:20,transaction,,Продукты питания,,15028.57,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-25 19:00:55,transaction,,Кафе и рестораны,,7134.99,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-27 11:20:02,transaction,,Кафе и рестораны,,6989.46,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-27 12:10:43,transaction,,Продукты питания,,11397.82,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-27 19:00:00,transaction,,Кафе и рестораны,,12776.29,KZT
1,,,29.0,,92643.0,2025-08-28 09:54:26,transfer,cashback_in,,in,10091.13,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-28 11:50:53,transaction,,Кафе и рестораны,,4174.66,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-28 12:10:40,transaction,,Продукты питания,,10086.11,KZT
1,,,29.0,,92643.0,2025-08-29 17:20:22,transfer,card_in,,in,10254.16,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-30 12:10:29,transaction,,Продукты питания,,27775.7,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-30 14:10:55,transaction,,Кафе и рестораны,,5398.17,KZT
1,,,29.0,,92643.0,2025-08-30 14:44:43,transfer,refund_in,,in,12127.42,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-30 19:00:31,transaction,,Кафе и рестораны,,4069.17,KZT
1,Айгерим,Зарплатный клиент,,Алматы,,2025-08-31 12:10:48,transaction,,Продукты питания,,12684.25,KZT
3,Сабина,Студент,,Алматы,,2025-06-02 12:10:52,transaction,,Продукты питания,,10367.47,KZT
3,Сабина,Студент,,Алматы,,2025-06-02 13:10:36,transaction,,Кафе и рестораны,,6621.95,KZT
3,,,22.0,,63116.0,2025-06-02 15:48:03,transfer,cashback_in,,in,22167.99,KZT
3,,,22.0,,63116.0,2025-06-03 10:49:09,transfer,card_in,,in,6570.35,KZT
3,Сабина,Студент,,Алматы,,2025-06-04 09:20:59,transaction,,Кафе и рестораны,,3716.71,KZT
3,Сабина,Студент,,Алматы,,2025-06-04 19:00:25,transaction,,Кафе и рестораны,,4048.99,KZT
3,,,22.0,,63116.0,2025-06-05 11:47:25,transfer,refund_in,,in,8687.14,KZT
3,Сабина,Студент,,Алматы,,2025-06-06 12:10:52,transaction,,Продукты питания,,11671.93,KZT
3,Сабина,Студент,,Алматы,,2025-06-06 19:00:49,transaction,,Кафе и рестораны,,5705.59,KZT
3,Сабина,Студент,,Алматы,,2025-06-09 12:10:08,transaction,,Продукты питания,,4027.16,KZT
3,Сабина,Студент,,Алматы,,2025-06-09 15:10:13,transaction,,Кафе и рестораны,,3892.85,KZT
3,Сабина,Студент,,Алматы,,2025-06-10 14:30:51,transaction,,Кафе и рестораны,,3551.05,KZT
3,Сабина,Студент,,Алматы,,2025-06-11 12:10:45,transaction,,Продукты питания,,9151.23,KZT
3,Сабина,Студент,,Алматы,,2025-06-12 12:10:49,transaction,,Продукты питания,,6509.86,KZT
3,Сабина,Студент,,Алматы,,2025-06-12 14:40:11,transaction,,Кафе и рестораны,,5000.75,KZT
3,Сабина,Студент,,Алматы,,2025-06-12 19:00:14,transaction,,Кафе и рестораны,,4839.08,KZT
3,Сабина,Студент,,Алматы,,2025-06-13 12:10:18,transaction,,Продукты питания,,8684.68,KZT
3,,,22.0,,63116.0,2025-06-13 13:55:16,transfer,family_in,,in,25028.54,KZT
3,Сабина,Студент,,Алматы,,2025-06-13 18:50:26,transaction,,Кафе и рестораны,,5886.58,KZT
3,Сабина,Студент,,Алматы,,2025-06-14 12:10:28,transaction,,Продукты питания,,6936.04,KZT
3,Сабина,Студент,,Алматы,,2025-06-14 12:20:27,transaction,,Кафе и рестораны,,4908.12,KZT
3,Сабина,Студент,,Алматы,,2025-06-14 14:00:12,transaction,,Кафе и рестораны,,4201.64,KZT
3,Сабина,Студент,,Алматы,,2025-06-14 16:50:51,transaction,,Кафе и рестораны,,3512.09,KZT
3,Сабина,Студент,,Алматы,,2025-06-17 19:00:53,transaction,,Кафе и рестораны,,8272.43,KZT
3,,,22.0,,63116.0,2025-06-17 19:29:50,transfer,card_in,,in,37145.21,KZT
3,Сабина,Студент,,Алматы,,2025-06-18 12:10:05,transaction,,Продукты питания,,7105.99,KZT
3,Сабина,Студент,,Алматы,,2025-06-18 16:00:53,transaction,,Кафе и рестораны,,4011.12,KZT
3,Сабина,Студент,,Алматы,,2025-06-19 12:10:07,transaction,,Продукты питания,,3901.26,KZT
3,,,22.0,,63116.0,2025-06-19 18:43:55,transfer,card_in,,in,18878.57,KZT
3,Сабина,Студент,,Алматы,,2025-06-19 19:00:49,transaction,,Кафе и рестораны,,4349.09,KZT
3,Сабина,Студент,,Алматы,,2025-06-20 12:10:21,transaction,,Продукты питания,,4523.87,KZT
3,Сабина,Студент,,Алматы,,2025-06-21 19:00:58,transaction,,Кафе и рестораны,,4820.39,KZT
3,,,22.0,,63116.0,2025-06-21 20:55:00,transfer,cashback_in,,in,6966.97,KZT
3,Сабина,Студент,,Алматы,,2025-06-23 12:10:20,transaction,,Продукты питания,,8388.09,KZT
3,Сабина,Студент,,Алматы,,2025-06-23 19:00:30,transaction,,Кафе и рестораны,,3889.76,KZT
3,,,22.0,,63116.0,2025-06-24 14:02:10,transfer,family_in,,in,34588.22,KZT
3,Сабина,Студент,,Алматы,,2025-06-26 12:10:10,transaction,,Продукты питания,,8557.84,KZT
3,,,22.0,,63116.0,2025-06-26 21:18:37,transfer,cashback_in,,in,14241.63,KZT
3,Сабина,Студент,,Алматы,,2025-06-27 12:10:00,transaction,,Продукты питания,,7249.94,KZT
3,Сабина,Студент,,Алматы,,2025-06-27 17:00:52,transaction,,Кафе и рестораны,,4168.44,KZT
3,,,22.0,,63116.0,2025-06-27 21:31:15,transfer,card_in,,in,14727.33,KZT
3,Сабина,Студент,,Алматы,,2025-06-28 12:10:18,transaction,,Продукты питания,,10901.61,KZT
3,Сабина,Студент,,Алматы,,2025-06-28 18:30:55,transaction,,Кафе и рестораны,,7236.6,KZT
3,Сабина,Студент,,Алматы,,2025-06-29 12:10:20,transaction,,Продукты питания,,5142.6,KZT
3,,,22.0,,63116.0,2025-06-29 19:31:21,transfer,refund_in,,in,13169.57,KZT
3,Сабина,Студент,,Алматы,,2025-06-30 08:20:25,transaction,,Кафе и рестораны,,6027.84,KZT
3,,,22.0,,63116.0,2025-06-30 09:57:37,transfer,stipend_in,,in,48418.24,KZT
3,Сабина,Студент,,Алматы,,2025-06-30 12:10:37,transaction,,Продукты питания,,19301.96,KZT
3,Сабина,Студент,,Алматы,,2025-06-30 19:00:28,transaction,,Кафе и рестораны,,3021.22,KZT
3,Сабина,Студент,,Алматы,,2025-07-01 19:00:45,transaction,,Кафе и рестораны,,5651.97,KZT
3,Сабина,Студент,,Алматы,,2025-07-02 12:10:30,transaction,,Продукты питания,,16109.09,KZT
3,Сабина,Студент,,Алматы,,2025-07-02 13:50:29,transaction,,Кафе и рестораны,,5070.61,KZT
3,Сабина,Студент,,Алматы,,2025-07-02 19:00:52,transaction,,Кафе и рестораны,,8598.55,KZT
3,,,22.0,,63116.0,2025-07-02 21:03:37,transfer,card_in,,in,31294.82,KZT
3,Сабина,Студент,,Алматы,,2025-07-04 12:10:31,transaction,,Продукты питания,,8680.1,KZT
3,,,22.0,,63116.0,2025-07-04 17:34:51,transfer,cashback_in,,in,30069.11,KZT
3,,,22.0,,63116.0,2025-07-05 12:42:41,transfer,family_in,,in,9945.73,KZT
3,Сабина,Студент,,Алматы,,2025-07-07 12:10:18,transaction,,Продукты питания,,5805.97,KZT
3,Сабина,Студент,,Алматы,,2025-07-08 12:10:13,transaction,,Продукты питания,,6995.75,KZT
3,Сабина,Студент,,Алматы,,2025-07-08 20:50:55,transaction,,Кафе и рестораны,,5042.68,KZT
3,Сабина,Студент,,Алматы,,2025-07-10 12:10:40,transaction,,Продукты питания,,8345.04,KZT
3,,,22.0,,63116.0,2025-07-10 21:25:37,transfer,card_in,,in,13546.05,KZT
3,Сабина,Студент,,Алматы,,2025-07-11 12:10:22,transaction,,Продукты питания,,5121.9,KZT
3,,,22.0,,63116.0,2025-07-12 14:39:44,transfer,card_in,,in,7886.26,KZT
3,,,22.0,,63116.0,2025-07-12 17:15:05,transfer,cashback_in,,in,66571.71,KZT
3,Сабина,Студент,,Алматы,,2025-07-12 19:00:45,transaction,,Кафе и рестораны,,5642.1,KZT
3,Сабина,Студент,,Алматы,,2025-07-13 12:10:05,transaction,,Продукты питания,,4054.87,KZT
3,Сабина,Студент,,Алматы,,2025-07-13 19:00:35,transaction,,Кафе и рестораны,,5830.61,KZT
3,,,22.0,,63116.0,2025-07-14 11:09:36,transfer,stipend_in,,in,42969.63,KZT
3,Сабина,Студент,,Алматы,,2025-07-14 12:10:06,transaction,,Продукты питания,,14216.15,KZT
3,Сабина,Студент,,Алматы,,2025-07-15 12:00:31,transaction,,Кафе и рестораны,,2567.62,KZT
3,Сабина,Студент,,Алматы,,2025-07-15 12:10:52,transaction,,Продукты питания,,2971.78,KZT
3,Сабина,Студент,,Алматы,,2025-07-16 12:10:02,transaction,,Продукты питания,,4337.55,KZT
3,Сабина,Студент,,Алматы,,2025-07-16 19:20:58,transaction,,Кафе и рестораны,,7076.79,KZT
3,Сабина,Студент,,Алматы,,2025-07-17 12:10:41,transaction,,Продукты питания,,6997.78,KZT
3,,,22.0,,63116.0,2025-07-17 17:53:45,transfer,card_in,,in,16207.66,KZT
3,Сабина,Студент,,Алматы,,2025-07-17 19:00:44,transaction,,Кафе и рестораны,,12000.0,KZT
3,Сабина,Студент,,Алматы,,2025-07-17 21:30:49,transaction,,Кафе и рестораны,,6788.64,KZT
3,Сабина,Студент,,Алматы,,2025-07-19 19:00:45,transaction,,Кафе и рестораны,,9887.3,KZT
3,Сабина,Студент,,Алматы,,2025-07-21 12:10:57,transaction,,Продукты питания,,10089.8,KZT
3,,,22.0,,63116.0,2025-07-21 13:21:34,transfer,family_in,,in,18279.94,KZT
3,Сабина,Студент,,Алматы,,2025-07-21 14:20:16,transaction,,Кафе и рестораны,,4785.0,KZT
3,Сабина,Студент,,Алматы,,2025-07-22 12:10:50,transaction,,Продукты питания,,12519.15,KZT
3,Сабина,Студент,,Алматы,,2025-07-22 17:40:32,transaction,,Кафе и рестораны,,6340.77,KZT
3,Сабина,Студент,,Алматы,,2025-07-22 19:00:30,transaction,,Кафе и рестораны,,2145.84,KZT
3,,,22.0,,63116.0,2025-07-22 19:49:35,transfer,cashback_in,,in,10874.32,KZT
3,Сабина,Студент,,Алматы,,2025-07-23 12:10:13,transaction,,Продукты питания,,11711.77,KZT
3,,,22.0,,63116.0,2025-07-23 17:31:51,transfer,refund_in,,in,8293.72,KZT
3,Сабина,Студент,,Алматы,,2025-07-23 19:40:07,transaction,,Кафе и рестораны,,8456.55,KZT
3,Сабина,Студент,,Алматы,,2025-07-25 12:10:00,transaction,,Продукты питания,,17715.53,KZT
3,Сабина,Студент,,Алматы,,2025-07-27 12:10:35,transaction,,Продукты питания,,7163.66,KZT
3,,,22.0,,63116.0,2025-07-28 09:52:01,transfer,refund_in,,in,9549.12,KZT
3,Сабина,Студент,,Алматы,,2025-07-29 12:10:39,transaction,,Продукты питания,,7757.42,KZT
3,Сабина,Студент,,Алматы,,2025-07-29 19:00:20,transaction,,Кафе и рестораны,,12000.0,KZT
3,Сабина,Студент,,Алматы,,2025-07-31 19:00:10,transaction,,Кафе и рестораны,,12000.0,KZT
3,Сабина,Студент,,Алматы,,2025-08-01 12:10:18,transaction,,Продукты питания,,9301.27,KZT
3,Сабина,Студент,,Алматы,,2025-08-02 12:10:59,transaction,,Продукты питания,,5275.36,KZT
3,Сабина,Студент,,Алматы,,2025-08-02 19:00:49,transaction,,Кафе и рестораны,,8885.09,KZT
3,Сабина,Студент,,Алматы,,2025-08-03 12:10:25,transaction,,Продукты питания,,16674.49,KZT
3,Сабина,Студент,,Алматы,,2025-08-04 12:10:29,transaction,,Продукты питания,,12304.44,KZT
3,,,22.0,,63116.0,2025-08-05 11:08:57,transfer,refund_in,,in,11428.08,KZT
3,,,22.0,,63116.0,2025-08-05 11:54:04,transfer,cashback_in,,in,19980.69,KZT
